Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Game(s) of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Experience Growth Total,Pre-Evolution Pokemon Id
213,Shuckle,Mold Pokémon,,,0.6,20.5,Bug,Rock,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Contrary,Makes stat changes have an opposite effect.,Gold,20,10,230,10,230,5,505,0,0,1,0,1,0,2,1059860,
214,Heracross,Single Horn Pokémon,,,1.5,54.0,Bug,Fighting,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",Gold,80,125,75,40,95,85,500,0,2,0,0,0,0,2,1250000,
214,Heracross,Abundance Pokémon,Mega,,1.7,62.5,Bug,Fighting,Skill Link,Maximizes the number of times multistrike moves hit.,,,,,X,80,185,115,40,105,75,600,0,2,0,0,0,0,2,1250000,
215,Sneasel,Sharp Claw Pokémon,,,0.9,28.0,Dark,Ice,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Pickpocket,Steals an item from an attacker that made direct contact.,Gold,55,95,55,35,75,115,430,0,0,0,0,0,1,1,1059860,
215,Sneasel,Sharp Claw Pokémon,Hisui,,0.9,27.0,Fighting,Poison,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Pickpocket,Steals an item from an attacker that made direct contact.,Legends Arceus,55,95,55,35,75,115,430,0,0,0,0,0,1,1,1059860,
216,Teddiursa,Little Bear Pokémon,,,0.6,8.8,Normal,,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Quick Feet,Boosts the Speed stat if the Pokémon has a status condition.,Honey Gather,The Pokémon may gather Honey after a battle.,Gold,60,80,50,50,50,40,330,0,1,0,0,0,0,1,1000000,
217,Ursaring,Hibernator Pokémon,,,1.8,125.8,Normal,,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,Quick Feet,Boosts the Speed stat if the Pokémon has a status condition.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,Gold,90,130,75,75,75,55,500,0,2,0,0,0,0,2,1000000,340.0
218,Slugma,Lava Pokémon,,,0.7,35.0,Fire,,Magma Armor,"The Pokémon is covered with hot magma, which prevents the Pokémon from becoming frozen.",Flame Body,Contact with the Pokémon may burn the attacker.,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,Gold,40,40,40,70,40,20,250,0,0,0,1,0,0,1,1000000,
219,Magcargo,Lava Pokémon,,,0.8,55.0,Fire,Rock,Magma Armor,"The Pokémon is covered with hot magma, which prevents the Pokémon from becoming frozen.",Flame Body,Contact with the Pokémon may burn the attacker.,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,Gold,60,50,120,90,80,30,430,0,0,2,0,0,0,2,1000000,342.0
220,Swinub,Pig Pokémon,,,0.4,6.5,Ice,Ground,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Snow Cloak,Boosts evasiveness in a hailstorm.,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",Gold,50,50,40,30,30,50,250,0,1,0,0,0,0,1,1250000,
221,Piloswine,Swine Pokémon,,,1.1,55.8,Ice,Ground,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Snow Cloak,Boosts evasiveness in a hailstorm.,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",Gold,100,100,80,60,60,50,450,1,1,0,0,0,0,2,1250000,344.0
222,Corsola,Coral Pokémon,,,0.6,5.0,Water,Rock,Hustle,"Boosts the Attack stat, but lowers accuracy.",Natural Cure,All status conditions heal when the Pokémon switches out.,Regenerator,Restores a little HP when withdrawn from battle.,Gold,65,55,95,65,95,35,410,0,0,1,0,1,0,2,800000,
222,Corsola,Coral Pokémon,Galar,,0.6,0.5,Ghost,,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,,,Cursed Body,May disable a move used on the Pokémon.,Sword,60,55,100,65,100,30,410,0,0,1,0,1,0,2,800000,
223,Remoraid,Jet Pokémon,,,0.6,12.0,Water,,Hustle,"Boosts the Attack stat, but lowers accuracy.",Sniper,Powers up moves if they become critical hits when attacking.,Moody,Raises one stat sharply and lowers another every turn.,Gold,35,65,35,65,35,65,300,0,0,0,1,0,0,1,1000000,
224,Octillery,Jet Pokémon,,,0.9,28.5,Water,,Suction Cups,This Pokémon uses suction cups to stay in one spot to negate all moves and items that force switching out.,Sniper,Powers up moves if they become critical hits when attacking.,Moody,Raises one stat sharply and lowers another every turn.,Gold,75,105,75,105,75,45,480,0,1,0,1,0,0,2,1000000,347.0
225,Delibird,Delivery Pokémon,,,0.9,16.0,Ice,Flying,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",,,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,Gold,45,55,45,65,45,75,330,0,0,0,0,0,1,1,800000,
226,Mantine,Kite Pokémon,,,2.1,220.0,Water,Flying,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Water Veil,"The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.",Gold,85,40,70,80,140,70,485,0,0,0,0,2,0,2,1250000,656.0
227,Skarmory,Armor Bird Pokémon,,,1.7,50.5,Steel,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,Gold,65,80,140,40,70,70,465,0,0,2,0,0,0,2,1250000,
228,Houndour,Dark Pokémon,,,0.6,10.8,Dark,Fire,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,Gold,45,60,30,80,50,65,330,0,0,0,1,0,0,1,1250000,
229,Houndoom,Dark Pokémon,,,1.4,35.0,Dark,Fire,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,Gold,75,90,50,110,80,95,500,0,0,0,2,0,0,2,1250000,352.0
229,Houndoom,Dark Pokémon,Mega,,1.9,49.5,Dark,Fire,Solar Power,"Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.",,,,,X,75,90,90,140,90,115,600,0,0,0,2,0,0,2,1250000,
230,Kingdra,Dragon Pokémon,,,1.8,152.0,Water,Dragon,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Sniper,Powers up moves if they become critical hits when attacking.,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Gold,75,95,95,95,95,85,540,0,1,0,1,1,0,3,1000000,213.0
231,Phanpy,Long Nose Pokémon,,,0.5,33.5,Ground,,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",,,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,Gold,90,60,60,40,40,40,330,1,0,0,0,0,0,1,1000000,
232,Donphan,Armor Pokémon,,,1.1,120.0,Ground,,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",,,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,Gold,90,120,120,60,60,50,500,0,1,1,0,0,0,2,1000000,355.0
233,Porygon2,Virtual Pokémon,,,0.6,32.5,Normal,,Trace,"When it enters a battle, the Pokémon copies an opposing Pokémon's Ability.",Download,Compares an opposing Pokémon's Defense and Sp. Def stats before raising its own Attack or Sp. Atk stat—whichever will be more effective.,Analytic,Boosts move power when the Pokémon moves last.,Gold,85,80,90,105,95,60,515,0,0,0,2,0,0,2,1000000,232.0
234,Stantler,Big Horn Pokémon,,,1.4,71.2,Normal,,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Gold,73,95,62,85,65,85,465,0,1,0,0,0,0,1,1250000,
235,Smeargle,Painter Pokémon,,,1.2,58.0,Normal,,Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Technician,Powers up the Pokémon's weaker moves.,Moody,Raises one stat sharply and lowers another every turn.,Gold,55,20,35,20,45,75,250,0,0,0,0,0,1,1,800000,
236,Tyrogue,Scuffle Pokémon,,,0.7,21.0,Fighting,,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",Gold,35,35,35,35,35,35,210,0,1,0,0,0,0,1,1000000,
237,Hitmontop,Handstand Pokémon,,,1.4,48.0,Fighting,,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Technician,Powers up the Pokémon's weaker moves.,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,Gold,50,95,95,35,110,70,455,0,0,0,0,2,0,2,1000000,360.0
238,Smoochum,Kiss Pokémon,,,0.4,6.0,Ice,Psychic,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Forewarn,"When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has.",Hydration,Heals status conditions if it's raining.,Gold,45,30,15,85,65,65,305,0,0,0,1,0,0,1,1000000,
239,Elekid,Electric Pokémon,,,0.6,23.5,Electric,,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",,,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",Gold,45,63,37,65,55,95,360,0,0,0,0,0,1,1,1000000,
240,Magby,Live Coal Pokémon,,,0.7,21.4,Fire,,Flame Body,Contact with the Pokémon may burn the attacker.,,,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",Gold,45,75,37,70,55,83,365,0,0,0,0,0,1,1,1000000,
241,Miltank,Milk Cow Pokémon,,,1.2,75.5,Normal,,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",Scrappy,The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Gold,95,80,105,40,70,100,490,0,0,2,0,0,0,2,1250000,
242,Blissey,Happiness Pokémon,,,1.5,46.8,Normal,,Natural Cure,All status conditions heal when the Pokémon switches out.,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,Healer,Sometimes heals an ally's status condition.,Gold,255,10,10,75,135,55,540,3,0,0,0,0,0,3,800000,147.0
243,Raikou,Thunder Pokémon,,Sub-Legendary,1.9,178.0,Electric,,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",,,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Gold,90,85,75,115,100,115,580,0,0,0,1,0,2,3,1250000,
244,Entei,Volcano Pokémon,,Sub-Legendary,2.1,198.0,Fire,,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",,,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Gold,115,115,85,90,75,100,580,1,2,0,0,0,0,3,1250000,
245,Suicune,Aurora Pokémon,,Sub-Legendary,2.0,187.0,Water,,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",,,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Gold,100,75,115,90,115,85,580,0,0,1,0,2,0,3,1250000,
246,Larvitar,Rock Skin Pokémon,,,0.6,72.0,Rock,Ground,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,,,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,Gold,50,64,50,45,50,41,300,0,1,0,0,0,0,1,1250000,
247,Pupitar,Hard Shell Pokémon,,,1.2,152.0,Rock,Ground,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,,,,,Gold,70,84,70,65,70,51,410,0,2,0,0,0,0,2,1250000,370.0
248,Tyranitar,Armor Pokémon,,,2.0,202.0,Rock,Dark,Sand Stream,The Pokémon summons a sandstorm when it enters a battle.,,,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,Gold,100,134,110,95,100,61,600,0,3,0,0,0,0,3,1250000,371.0
248,Tyranitar,Armor Bird Pokémon,Mega,,2.5,255.0,Rock,Dark,Sand Stream,The Pokémon summons a sandstorm when it enters a battle.,,,,,X,100,164,150,95,120,71,700,0,3,0,0,0,0,3,1250000,
249,Lugia,Diving Pokémon,,Legendary,5.2,216.0,Psychic,Flying,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",,,Multiscale,Reduces the amount of damage the Pokémon takes while its HP is full.,Gold,106,90,130,90,154,110,680,0,0,0,0,3,0,3,1250000,
250,Ho-Oh,Rainbow Pokémon,,Legendary,3.8,199.0,Fire,Flying,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",,,Regenerator,Restores a little HP when withdrawn from battle.,Gold,106,130,90,110,154,90,680,0,0,0,0,3,0,3,1250000,
251,Celebi,Time Travel Pokémon,,Mythical,0.6,5.0,Psychic,Grass,Natural Cure,All status conditions heal when the Pokémon switches out.,,,,,Gold,100,100,100,100,100,100,600,3,0,0,0,0,0,3,1059860,
252,Treecko,Wood Gecko Pokémon,,,0.5,5.0,Grass,,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,Ruby,40,45,35,65,55,70,310,0,0,0,0,0,1,1,1059860,
253,Grovyle,Wood Gecko Pokémon,,,0.9,21.6,Grass,,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,Ruby,50,65,45,85,65,95,405,0,0,0,0,0,2,2,1059860,380.0
254,Sceptile,Forest Pokémon,,,1.7,52.2,Grass,,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,Ruby,70,85,65,105,85,120,530,0,0,0,0,0,3,3,1059860,381.0
254,Sceptile,Forest Pokémon,Mega,,1.9,55.2,Grass,Dragon,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",,,,,Omega Ruby,70,110,75,145,85,145,630,0,0,0,0,0,3,3,1059860,
255,Torchic,Chick Pokémon,,,0.4,2.5,Fire,,Blaze,Powers up Fire-type moves when the Pokémon's HP is low.,,,Speed Boost,Its Speed stat is boosted every turn.,Ruby,45,60,40,70,50,45,310,0,0,0,1,0,0,1,1059860,
256,Combusken,Young Fowl Pokémon,,,0.9,19.5,Fire,Fighting,Blaze,Powers up Fire-type moves when the Pokémon's HP is low.,,,Speed Boost,Its Speed stat is boosted every turn.,Ruby,60,85,60,85,60,55,405,0,1,0,1,0,0,2,1059860,383.0
257,Blaziken,Blaze Pokémon,,,1.9,52.0,Fire,Fighting,Blaze,Powers up Fire-type moves when the Pokémon's HP is low.,,,Speed Boost,Its Speed stat is boosted every turn.,Ruby,80,120,70,110,70,80,530,0,3,0,0,0,0,3,1059860,384.0
257,Blaziken,Blaze Pokémon,Mega,,1.9,52.0,Fire,Fighting,Speed Boost,Its Speed stat is boosted every turn.,,,,,X,80,160,80,130,80,100,630,0,3,0,0,0,0,3,1059860,
258,Mudkip,Mud Fish Pokémon,,,0.4,7.6,Water,,Torrent,Powers up Water-type moves when the Pokémon's HP is low.,,,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Ruby,50,70,50,50,50,40,310,0,1,0,0,0,0,1,1059860,
259,Marshtomp,Mud Fish Pokémon,,,0.7,28.0,Water,Ground,Torrent,Powers up Water-type moves when the Pokémon's HP is low.,,,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Ruby,70,85,70,60,70,50,405,0,2,0,0,0,0,2,1059860,386.0
260,Swampert,Mud Fish Pokémon,,,1.5,81.9,Water,Ground,Torrent,Powers up Water-type moves when the Pokémon's HP is low.,,,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Ruby,100,110,90,85,90,60,535,0,3,0,0,0,0,3,1059860,387.0
260,Swampert,Mud Fish Pokémon,Mega,,1.9,102.0,Water,Ground,Swift Swim,Boosts the Pokémon's Speed stat in rain.,,,,,Omega Ruby,100,150,110,95,110,70,635,0,3,0,0,0,0,3,1059860,
261,Poochyena,Bite Pokémon,,,0.5,13.6,Dark,,Run Away,Enables a sure getaway from wild Pokémon.,Quick Feet,Boosts the Speed stat if the Pokémon has a status condition.,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",Ruby,35,55,35,30,30,35,220,0,1,0,0,0,0,1,1000000,
262,Mightyena,Bite Pokémon,,,1.0,37.0,Dark,,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Quick Feet,Boosts the Speed stat if the Pokémon has a status condition.,Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",Ruby,70,90,70,60,60,70,420,0,2,0,0,0,0,2,1000000,389.0
263,Zigzagoon,Tiny Raccoon Pokémon,,,0.4,17.5,Normal,,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Quick Feet,Boosts the Speed stat if the Pokémon has a status condition.,Ruby,38,30,41,30,41,60,240,0,0,0,0,0,1,1,1000000,
263,Zigzagoon,Tiny Raccoon Pokémon,Galar,,0.4,17.5,Dark,Normal,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Quick Feet,Boosts the Speed stat if the Pokémon has a status condition.,Sword,38,30,41,30,41,60,240,0,0,0,0,0,1,1,1000000,
264,Linoone,Rushing Pokémon,,,0.5,32.5,Normal,,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Quick Feet,Boosts the Speed stat if the Pokémon has a status condition.,Ruby,78,70,61,50,61,100,420,0,0,0,0,0,2,2,1000000,391.0
264,Linoone,Rushing Pokémon,Galar,,0.5,32.5,Dark,Normal,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Quick Feet,Boosts the Speed stat if the Pokémon has a status condition.,Sword,78,70,61,50,61,100,420,0,0,0,0,0,2,2,1000000,1466.0
265,Wurmple,Worm Pokémon,,,0.3,3.6,Bug,,Shield Dust,This Pokémon's dust blocks the additional effects of attacks taken.,,,Run Away,Enables a sure getaway from wild Pokémon.,Ruby,45,45,35,20,30,20,195,1,0,0,0,0,0,1,1000000,
266,Silcoon,Cocoon Pokémon,,,0.6,10.0,Bug,,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,,,,,Ruby,50,35,55,25,25,15,205,0,0,2,0,0,0,2,1000000,393.0
